City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,saldanha,-33.0117,17.9442,12.91,70,51,3.28,ZA,1682057456
280,magadan,59.5667,150.8,1.65,81,100,10.8,RU,1682057453
281,ust-nera,64.5667,143.2,-0.37,82,100,2.52,RU,1682057456
282,el granada,37.5027,-122.4694,14.12,71,0,6.69,US,1682057457
283,sandnessjoen,66.0217,12.6316,6.06,94,75,6.69,NO,1682057457
284,fetsund,59.929,11.1625,7.25,84,66,1.9,NO,1682057458
285,geneseo,42.7959,-77.8169,11.99,78,85,3.23,US,1682057458
286,manta,-0.95,-80.7333,24.88,100,100,1.03,EC,1682057458
287,vanino,49.0869,140.2543,5.43,61,100,5.76,RU,1682057459
288,leh,34.1667,77.5833,0.85,63,94,3.22,IN,1682057459
289,zvenihorodka,49.0787,30.9675,7.19,94,100,7.02,UA,1682057460
290,haiku-pauwela,20.9219,-156.3051,23.36,90,40,3.09,US,1682057460
291,mejit,10.2753,170.8646,26.87,78,75,8.81,MH,1682057461
292,zaozersk,69.4005,32.4476,0.83,91,100,5.69,RU,1682057462
293,vernon,50.2581,-119.2691,6.63,60,100,4.47,CA,1682057462
294,ouadda,8.0777,22.4007,25.86,62,48,2.26,CF,1682057464
295,brisas de zicatela,15.8369,-97.0419,26.94,77,73,4.25,MX,1682057465
296,kaspiyskiy,45.3929,47.3707,13.96,63,79,4.44,RU,1682057465
297,cacequi,-29.8836,-54.825,9.02,66,0,2.3,BR,1682057465
298,holualoa,19.6228,-155.9522,23.91,88,75,3.6,US,1682057466
299,bullsbrook,-31.6667,116.0,28.28,21,0,2.57,AU,1682057467
300,tabou,4.423,-7.3528,26.08,85,100,2.0,CI,1682057468
301,chimala,-8.85,34.0167,20.08,84,94,0.71,TZ,1682057469
302,college,64.8569,-147.8028,3.97,52,20,0.0,US,1682057469
303,s'arenal,39.5,2.75,14.35,89,20,1.03,ES,1682057470
304,oranjemund,-28.55,16.4333,12.24,78,0,3.78,NA,1682057470
305,chernyshevskiy,63.0128,112.4714,-2.77,75,72,3.07,RU,1682057471
306,howard springs,-12.497,131.047,31.66,70,62,4.6,AU,1682057471
307,lata,40.1629,-8.3327,7.82,84,76,1.57,PT,1682057472
308,kuala belait,4.5833,114.1833,29.78,69,99,3.22,BN,1682057472
309,ciudad bolivar,8.1222,-63.5497,25.94,78,96,5.4,VE,1682057473
310,wajir,1.7471,40.0573,28.9,63,88,5.14,KE,1682057473
311,bor,56.3567,44.0669,13.96,51,94,2.06,RU,1682057473
312,nikel,69.4128,30.222,2.1,92,100,4.36,RU,1682057474
313,sumberpucung,-8.1586,112.4829,27.64,79,99,1.47,ID,1682057474
314,celldomolk,47.2571,17.1503,10.05,75,97,1.53,HU,1682057475
315,jutai,-5.1833,-68.9,22.9,99,100,1.06,BR,1682057475
316,nagqu,31.5,92.0,6.12,32,90,9.08,CN,1682057476
317,shakiso,5.75,38.9167,18.1,89,97,1.17,ET,1682057476
318,banyo,6.75,11.8167,19.94,86,78,1.41,CM,1682057477
319,zima,53.9202,102.0442,2.14,23,90,3.34,RU,1682057477
320,aldan,58.6031,125.3894,-3.21,86,100,6.1,RU,1682057477
321,beawar,26.1,74.3167,33.38,8,0,2.6,IN,1682057332
322,inirida,3.8653,-67.9239,23.32,93,97,0.72,CO,1682057478
323,northam,51.0333,-4.2167,7.01,85,36,4.54,GB,1682057479
324,tarawa,1.419,172.984,30.05,74,20,2.57,KI,1682057480
325,marsh harbour,26.5412,-77.0636,23.44,78,1,5.35,BS,1682057480
326,hecun,36.5333,114.1111,8.76,68,100,5.86,CN,1682057480
327,bondoukou,8.0333,-2.8,23.05,90,24,3.96,CI,1682057481
328,kharovsk,59.9642,40.1912,4.49,76,100,0.78,RU,1682057481
329,afaahiti,-17.75,-149.2833,27.81,80,100,9.76,PF,1682057482
330,palmas,-10.2128,-48.3603,23.93,100,40,1.03,BR,1682057482
331,ataq,14.5377,46.8319,26.91,30,36,3.33,YE,1682057482
332,langzhong,31.5504,105.9938,13.24,93,100,5.57,CN,1682057483
333,gizo,-8.103,156.8419,28.77,69,90,2.9,SB,1682057483
334,newman,37.3138,-121.0208,14.99,77,7,0.89,US,1682057484
335,nassau,40.7507,-73.5829,11.63,80,0,0.45,US,1682057484
336,kone,-21.0595,164.8658,26.17,82,36,2.19,NC,1682057484
337,ngudu,-2.9667,33.3333,22.4,68,100,2.77,TZ,1682057485
338,gardnerville ranchos,38.8882,-119.7413,11.55,51,20,2.57,US,1682057485
339,puerto deseado,-47.7503,-65.8938,15.07,41,100,5.84,AR,1682057486
340,buston,40.2342,69.6948,19.1,32,44,2.0,TJ,1682057486
341,namibe,-15.1961,12.1522,24.0,83,96,1.08,AO,1682057486
342,al qitena,14.8648,32.3668,32.9,9,0,5.01,SD,1682057487
343,bogande,12.9714,-0.1436,29.14,13,99,2.26,BF,1682057487
344,raja,8.4596,25.678,28.33,44,41,2.5,SS,1682057488
345,itamaraca,-7.7478,-34.8256,26.03,77,63,2.54,BR,1682057488
346,nova vicosa,-17.8919,-39.3719,24.41,89,100,7.34,BR,1682057488
347,port blair,11.6667,92.75,32.15,54,44,1.87,IN,1682057489
348,cabedelo,-6.9811,-34.8339,24.37,73,94,3.43,BR,1682057490
349,rongelap,11.1635,166.8941,26.9,78,71,8.85,MH,1682057490
350,baotou,40.6522,109.8222,11.63,37,99,2.69,CN,1682057491
351,crane,31.3974,-102.3501,19.57,19,11,3.79,US,1682057491
352,huilong,31.8111,121.655,15.76,51,8,7.88,CN,1682057491
353,talakan,50.3167,130.3667,4.0,70,100,5.58,RU,1682057492
354,port macquarie,-31.4333,152.9167,21.05,61,68,6.58,AU,1682057492
355,touros,-5.1989,-35.4608,26.41,75,100,4.0,BR,1682057493
356,mildura,-34.2,142.15,22.82,50,0,4.39,AU,1682057464
357,shubarkuduk,49.1447,56.4872,15.01,29,81,8.05,KZ,1682057494
358,norderney,53.7,7.15,9.54,89,23,10.44,DE,1682057495
359,semey,50.4111,80.2275,7.12,29,0,3.0,KZ,1682057495
360,howrah,22.5892,88.3103,39.0,27,40,4.63,IN,1682057396
361,nieuw amsterdam,5.8833,-55.0833,25.08,91,100,3.17,SR,1682057496
362,leogane,18.5108,-72.6339,25.11,80,14,0.71,HT,1682057496
363,mweka,-4.85,21.5667,23.21,83,100,0.73,CD,1682057497
364,ola,59.5833,151.2833,2.06,78,100,11.66,RU,1682057497
365,teguise,29.0605,-13.564,13.12,72,20,2.06,ES,1682057498
366,hammerfest,70.6634,23.6821,0.25,93,100,5.14,NO,1682057499
367,tejen,37.3834,60.5054,25.44,11,20,6.85,TM,1682057500
368,axtla de terrazas,21.4667,-98.85,25.94,89,72,0.45,MX,1682057500
369,aoulef,26.9667,1.0833,22.83,21,1,3.94,DZ,1682057500
370,micheweni,-4.9667,39.8333,27.93,76,99,3.09,TZ,1682057501
371,krasnoslobodsk,48.7072,44.5714,9.9,46,40,4.0,RU,1682057501
372,kingscliff,-28.2667,153.5667,23.74,68,40,7.2,AU,1682057502
373,tura,25.5198,90.2201,33.27,43,21,3.68,IN,1682057502
374,hohhot,40.8106,111.6522,11.61,43,94,2.86,CN,1682057312
375,sitka,57.0531,-135.33,7.94,53,40,3.09,US,1682057503
376,saint-paul,-21.0096,55.2707,30.06,88,13,1.34,RE,1682057503
377,saint-pierre,-21.3393,55.4781,29.82,62,0,5.66,RE,1682057504
378,salinas,36.6777,-121.6555,13.56,66,0,3.09,US,1682057504
379,galliano,29.4422,-90.2992,23.0,83,40,3.6,US,1682057505
380,onega,63.9061,38.1404,1.22,98,100,3.33,RU,1682057505
381,guanica,17.9716,-66.908,23.84,59,1,2.59,PR,1682057505
382,ad dabbah,18.05,30.95,30.23,19,85,5.11,SD,1682057506
383,akureyri,65.6835,-18.0878,1.96,93,100,7.72,IS,1682057507
384,aykhal,66.0,111.5,-5.4,81,96,4.26,RU,1682057441
385,moissala,8.3404,17.7663,29.06,52,80,3.51,TD,1682057509
386,okeho,8.0333,3.35,24.01,90,42,3.38,NG,1682057509
387,rocha,-34.4833,-54.3333,9.2,94,5,2.78,UY,1682057510
388,carora,10.1755,-70.0827,24.17,78,92,3.07,VE,1682057510
389,chancay,-11.5714,-77.2672,22.49,87,100,3.34,PE,1682057511
390,ebon,4.582,168.6964,28.53,77,65,5.13,MH,1682057511
391,la'ie,21.6477,-157.9253,25.98,87,80,0.89,US,1682057512
392,mata-utu,-13.2816,-176.1745,28.5,75,22,4.03,WF,1682057512
393,machico,32.7,-16.7667,19.45,84,40,7.72,PT,1682057513
394,noumea,-22.2763,166.4572,26.99,83,54,4.71,NC,1682057513
395,perry,37.2506,-83.1999,20.4,64,40,2.32,US,1682057514
396,arno,60.1167,18.6333,3.77,84,30,3.09,SE,1682057514
397,tadine,-21.55,167.8833,26.08,75,14,3.68,NC,1682057515
398,tingo maria,-9.2895,-76.0088,20.49,95,100,0.38,PE,1682057515
399,opuwo,-18.0607,13.84,16.76,84,99,3.17,NA,1682057406
400,kapit,2.0167,112.9333,35.48,43,88,1.18,MY,1682057516
401,islamorada,24.9243,-80.6278,25.0,80,7,1.79,US,1682057517
402,ulsteinvik,62.3432,5.8487,7.17,92,20,0.45,NO,1682057517
403,nadym,65.5333,72.5167,0.79,100,100,3.63,RU,1682057518
404,vadso,70.0744,29.7487,2.49,75,75,4.63,NO,1682057518
405,rabigh,22.7986,39.0349,30.82,41,13,2.4,SA,1682057519
406,lachute,45.6501,-74.3325,4.73,79,100,3.83,CA,1682057519
407,mount pearl,47.5166,-52.7813,1.58,96,100,12.86,CA,1682057520
408,lucapa,-8.4192,20.7447,20.04,92,99,0.37,AO,1682057521
409,happy valley-goose bay,53.3168,-60.3315,1.17,93,100,2.06,CA,1682057521
410,hobyo,5.3505,48.5268,29.38,66,78,3.04,SO,1682057522
411,pades,45.0167,22.85,12.14,70,12,0.15,RO,1682057522
412,vikulovo,56.8167,70.6107,6.97,51,50,6.67,RU,1682057523
413,glace bay,46.1969,-59.957,3.92,89,100,9.26,CA,1682057523
414,fort bragg,35.139,-79.006,19.91,67,0,2.57,US,1682057523
415,jieshi,22.8134,115.8257,23.65,91,98,7.25,CN,1682057524
416,fisterra,42.9049,-9.2629,12.64,79,100,5.24,ES,1682057524
417,keflavik,64.0049,-22.5624,6.24,100,40,1.54,IS,1682057525
418,southbridge,42.0751,-72.0334,9.01,80,99,1.07,US,1682057525
419,bayramaly,37.6185,62.1671,23.98,10,1,4.21,TM,1682057525
420,balakhta,55.38,91.6,0.09,99,100,4.34,RU,1682057526
421,constitucion,-35.3333,-72.4167,14.25,89,100,3.17,CL,1682057527
422,saynshand,44.8824,110.1163,12.68,10,37,3.88,MN,1682057527
423,narnaund,29.2167,76.15,35.45,7,2,4.0,IN,1682057528
424,alva,56.1528,-3.8051,7.04,89,2,0.45,GB,1682057528
425,karratha,-20.7377,116.8463,29.49,32,95,8.14,AU,1682057529
426,mana,5.6592,-53.7767,24.85,89,77,3.62,GF,1682057529
427,lashkar gah,31.5938,64.3716,23.56,8,0,1.96,AF,1682057530
428,aktau,43.65,51.2,22.32,20,57,12.26,KZ,1682057448
429,chinde,26.8418,88.0763,27.58,31,77,3.31,NP,1682057531
430,ondjiva,-17.0667,15.7333,16.7,92,100,4.28,AO,1682057531
431,kloulklubed,7.0419,134.2556,31.28,73,100,2.75,PW,1682057532
432,pandan,14.0453,124.1694,30.18,68,11,2.75,PH,1682057532
433,novo aripuana,-5.1206,-60.3797,22.86,98,90,0.71,BR,1682057533
434,huarmey,-10.0681,-78.1522,24.3,84,100,4.17,PE,1682057534
435,tolanaro,-25.0319,46.9987,26.92,66,44,0.59,MG,1682057534
436,port hedland,-20.3167,118.5667,31.03,25,70,7.2,AU,1682057535
437,hirara,24.8,125.2833,22.87,84,96,8.05,JP,1682057462
438,cannonvale,-20.2833,148.7,25.66,65,38,8.15,AU,1682057536
439,mwinilunga,-11.7358,24.4293,19.22,78,40,1.98,ZM,1682057536
440,palikir - national government center,6.9248,158.1611,28.47,79,100,4.12,FM,1682057536
441,antonio enes,-16.2325,39.9086,25.52,78,1,2.48,MZ,1682057537
442,al khawr,25.7667,51.3167,29.06,32,0,1.94,QA,1682057537
443,egilsstadir,65.2653,-14.3948,-1.05,86,0,1.03,IS,1682057538
444,gubakha,58.8386,57.5532,8.01,51,100,2.83,RU,1682057538
445,shenjiamen,29.9576,122.298,15.39,82,37,7.15,CN,1682057539
446,yuzhno-kurilsk,44.0306,145.8556,6.74,58,18,11.18,RU,1682057539
447,baikonur,45.6167,63.3167,16.87,18,22,8.64,KZ,1682057540
448,acapulco de juarez,16.8634,-99.8901,26.9,74,20,2.06,MX,1682057540
449,dryden,49.7833,-92.7503,-2.84,86,100,10.29,CA,1682057541
450,vysokiy,58.35,60.05,10.13,43,83,3.42,RU,1682057541
451,diourbel,14.6628,-16.3925,21.17,63,100,7.4,SN,1682057541
452,nabire,-3.3667,135.4833,29.91,71,29,2.37,ID,1682057542
453,szydlowiec,51.2282,20.8611,10.64,69,35,2.84,PL,1682057542
454,walvis bay,-22.9575,14.5053,15.05,87,10,1.31,NA,1682057543
455,la ronge,55.1001,-105.2842,-0.86,69,75,2.57,CA,1682057544
456,lamu,-2.2717,40.902,29.12,75,95,2.96,KE,1682057544
457,berbera,10.4396,45.0143,29.61,69,0,2.25,SO,1682057545
458,acajutla,13.5928,-89.8275,27.24,77,100,3.49,SV,1682057545
459,bereket,39.2446,55.5154,24.51,10,0,9.92,TM,1682057546
460,glazov,58.1394,52.6584,10.03,47,68,2.39,RU,1682057546
461,wakkanai,45.4094,141.6739,6.12,63,18,11.41,JP,1682057247
462,portland,45.5234,-122.6762,9.5,93,100,4.63,US,1682057304
463,plettenberg bay,-34.0527,23.3716,12.4,72,41,4.53,ZA,1682057547
464,san fernando de monte cristi,19.8667,-71.65,24.37,78,37,3.96,DO,1682057548
465,tralee,52.2704,-9.7026,3.6,88,0,3.5,IE,1682057456
466,palangkaraya,-2.2,113.8333,31.65,59,100,0.54,ID,1682057496
467,awjilah,29.1081,21.2869,21.78,23,53,6.43,LY,1682057549
468,las palmas,28.4204,-14.0131,13.44,77,20,2.57,ES,1682057550
469,carutapera,-1.195,-46.02,24.58,93,76,2.16,BR,1682057550
470,ma'rib,15.4591,45.3253,26.85,34,32,1.73,YE,1682057551
471,tupiza,-21.45,-65.7167,11.33,58,2,0.86,BO,1682057553
472,xining,36.6167,101.7667,10.34,44,93,5.25,CN,1682057553
473,beipiao,41.7919,120.7792,15.16,6,40,3.15,CN,1682057553
474,porto novo,6.4965,2.6036,28.9,80,66,4.77,BJ,1682057554
475,benguela,-12.5763,13.4055,23.97,94,100,3.53,AO,1682057554
476,saudarkrokur,65.7461,-19.6394,3.81,97,46,3.63,IS,1682057555
477,acarau,-2.8856,-40.12,25.22,88,43,2.43,BR,1682057555
478,fiambala,-27.6871,-67.6149,17.14,42,20,1.66,AR,1682057556
479,alofi,-19.0595,-169.9187,25.84,72,88,10.98,NU,1682057556
480,brookings,44.3114,-96.7984,2.88,71,100,10.29,US,1682057557
481,aripuana,-9.1667,-60.6333,22.18,99,99,1.0,BR,1682057557
482,selfoss,63.9331,-20.9971,5.26,80,66,1.15,IS,1682057558
483,gadzhiyevo,69.2551,33.3362,1.02,87,100,6.91,RU,1682057558
484,kannus,63.9,23.9,5.81,98,100,0.77,FI,1682057559
485,olinda,-8.0089,-34.8553,25.85,83,75,1.54,BR,1682057559
486,parun,35.4207,70.9221,3.56,67,13,2.52,AF,1682057560
487,kalach-na-donu,48.691,43.5264,8.42,72,100,3.53,RU,1682057560
488,sinaloa de leyva,25.8333,-108.2333,21.98,32,67,0.91,MX,1682057561
489,bandarbeyla,9.4942,50.8122,29.29,61,9,2.17,SO,1682057561
490,beira,-19.8436,34.8389,22.75,80,3,2.73,MZ,1682057562
491,byumba,-1.5763,30.0675,15.11,84,100,0.96,RW,1682057562
492,ciudad lazaro cardenas,17.9583,-102.2,25.88,71,41,2.26,MX,1682057562
493,mbanza kongo,-6.267,14.2401,20.59,98,100,1.89,AO,1682057563
494,gaigeturi,33.4644,126.3183,16.08,76,100,7.57,KR,1682057563
495,miandrivazo,-19.5167,45.4667,27.56,68,57,0.51,MG,1682057564
496,port lincoln,-34.7333,135.8667,18.54,65,37,2.86,AU,1682057564
497,mizusawa,39.1333,141.1333,15.39,32,19,5.68,JP,1682057565
498,otmuchow,50.4663,17.1735,13.74,78,12,0.75,PL,1682057565
499,bandar labuan,5.2888,115.2692,28.65,73,100,2.12,MY,1682057566
500,cedartown,34.0537,-85.255,16.05,84,14,1.93,US,1682057566
501,hita,33.3167,130.9333,24.91,59,100,3.58,JP,1682057567
502,villa dolores,-31.9459,-65.1896,16.53,54,100,0.48,AR,1682057567
503,gilleleje,56.122,12.3106,9.65,59,12,4.47,DK,1682057567
504,batouri,4.4333,14.3667,20.86,95,100,1.33,CM,1682057568
505,mirny,62.5353,113.9611,-0.98,46,96,4.02,RU,1682057450
506,urangan,-25.3,152.9,25.67,67,26,9.88,AU,1682057569
507,flying fish cove,-10.4217,105.6791,27.21,72,68,6.42,CX,1682057569
508,broome,42.2506,-75.833,12.53,71,92,0.89,US,1682057569
509,hilo,19.7297,-155.09,25.16,87,100,2.57,US,1682057570
510,al qusiyah,27.4402,30.8184,18.98,44,0,6.8,EG,1682057570
511,eastham,41.8301,-69.9739,8.32,86,0,2.06,US,1682057571
512,nakamura,32.9833,132.9333,22.51,64,100,2.29,JP,1682057571
513,mamadysh,55.7152,51.408,13.6,53,99,1.42,RU,1682057572
514,hillsboro,45.5229,-122.9898,9.2,86,75,3.6,US,1682057572
515,fort st. john,56.2499,-120.8529,2.94,65,20,6.69,CA,1682057573
516,ambovombe,-25.1667,46.0833,26.36,61,4,1.46,MG,1682057573
517,mahdia,35.5047,11.0622,16.97,77,47,10.13,TN,1682057574
518,sao vicente,-23.9631,-46.3919,20.55,26,0,1.39,BR,1682057574
519,kangding,30.0513,101.9603,17.02,73,85,2.72,CN,1682057575
520,khorixas,-20.3667,14.9667,21.09,52,100,4.34,NA,1682057408
521,bargas,39.9411,-4.0198,10.16,56,69,0.73,ES,1682057576
522,al-hamdaniya,36.2715,43.3737,20.63,55,31,0.82,IQ,1682057576
523,atlantic beach,30.3344,-81.3987,23.01,80,0,4.12,US,1682057577
524,maun,-19.9833,23.4167,17.98,55,0,1.54,BW,1682057577
525,rikaze,29.25,88.8833,14.33,13,31,1.78,CN,1682057578
526,oriximina,-1.7656,-55.8661,23.17,96,47,1.27,BR,1682057578
527,dakhla,23.6848,-15.958,18.16,77,2,5.87,EH,1682057578
528,shingu,33.7333,135.9833,21.45,69,98,2.08,JP,1682057417
529,ikwiriri,-7.9562,38.9716,25.83,90,85,1.32,TZ,1682057579
530,zinjibar,13.1287,45.3807,29.19,66,2,7.11,YE,1682057580
531,san patricio,28.017,-97.5169,25.5,95,11,2.77,US,1682057580
532,macapa,0.0389,-51.0664,24.99,100,75,2.06,BR,1682057581
533,hadibu,12.65,54.0333,29.58,54,4,1.32,YE,1682057581
534,cavelossim,15.1726,73.9419,32.1,56,5,4.13,IN,1682057582
535,dunda,-8.1167,34.25,18.86,91,99,1.04,TZ,1682057582
536,kivioli,59.3531,26.9711,6.53,88,90,2.48,EE,1682057583
537,alaghsas,17.0187,8.0168,26.94,26,48,1.03,NE,1682057583
538,buchach,49.0625,25.388,8.56,76,100,4.21,UA,1682057584
539,itacare,-14.2775,-38.9967,25.97,90,42,3.79,BR,1682057585
540,kinik,39.0872,27.3833,14.62,68,50,0.27,TR,1682057586
541,uvalde,29.3669,-99.767,21.55,90,100,0.0,US,1682057586
542,pathein,16.7833,94.7333,36.24,35,0,6.76,MM,1682057587
543,buala,-8.145,159.5921,28.42,73,84,2.46,SB,1682057384
544,obihiro,42.9172,143.2044,9.72,42,42,10.45,JP,1682057401
545,onati,43.0178,-2.4068,9.26,97,98,1.53,ES,1682057589
546,ribas do rio pardo,-20.4431,-53.7592,14.01,87,0,1.45,BR,1682057589
547,san luis,-33.295,-66.3356,15.7,52,100,3.99,AR,1682057590
548,richards bay,-28.783,32.0377,21.23,81,99,9.06,ZA,1682057590
549,lobujya,27.95,86.8167,-4.06,89,76,4.88,NP,1682057591
550,ginir,7.1333,40.7,18.99,68,87,3.22,ET,1682057592
551,aswan,24.0934,32.907,25.43,19,1,7.8,EG,1682057592
552,jinchang,38.4953,102.1739,5.78,46,100,4.28,CN,1682057593
553,san pedro pochutla,15.7333,-96.4667,26.51,78,99,2.46,MX,1682057593
554,jobner,26.9667,75.3833,33.68,7,0,3.81,IN,1682057594
555,belmonte,-15.8631,-38.8828,24.99,87,86,1.76,BR,1682057594
556,cody,44.5263,-109.0565,-3.11,86,75,2.57,US,1682057595
557,ruteng,-8.6136,120.4721,20.66,80,88,0.56,ID,1682057595
558,pechora,65.1472,57.2244,0.74,80,99,3.73,RU,1682057596
559,kaa-khem,51.6833,94.7333,0.98,28,50,1.32,RU,1682057596
560,buka,40.8108,69.1986,19.52,26,36,2.15,UZ,1682057597
561,sassandra,4.95,-6.0833,25.41,90,99,2.08,CI,1682057597
562,santiago de cao,-7.9589,-79.2392,23.07,83,75,2.57,PE,1682057598
563,edd,13.9297,41.6925,31.04,59,59,0.63,ER,1682057598
